def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
def(BADRAND),
!def(HAVE_ERF),
def(VMS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(BADRAND),
def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(NO_LOCALE_H),
def(_Windows),
!def(MSDOS),
!def(lint),
def(PIPES),
!def(LITE),
(def(X11)&def(USE_MOUSE)),
(def(VMS)&!def(BSD)),
def(__ZTC__),
def(MSDOS),
def(RELEASE_VERSION),
def(PIPE_IPC),
def(PM3D),
(def(VMS)&!def(MSDOS)),
def(TEST_TIME),
True,
!def(HAVE_ERFC),
def(TEST_TERMDOC),
!def(RELEASE_VERSION),
!def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
