def(TEST_TIME),
(def(VMS)&!def(MSDOS)),
!def(RELEASE_VERSION),
def(BADRAND),
def(USE_MOUSE),
def(VMS),
def(TEST_STRFTIME),
def(PIPE_IPC),
!def(BITMAPDEBUG),
!def(MSDOS),
def(PM3D),
(def(VMS)&!def(BSD)),
def(__ZTC__),
!def(HAVE_ERF),
!def(LITE),
def(NO_LOCALE_H),
def(BITMAPDEBUG),
!def(NO_LOCALE_H),
def(RELEASE_VERSION),
True,
def(TEST_TERMDOC),
!def(HAVE_ERFC),
!def(USE_SYSTEM_TIME),
!def(BADRAND),
def(PIPES),
def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(lint),
def(USE_SYSTEM_TIME),
def(_Windows),
