def(TEST_TERMDOC),
!def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
(!def(MSDOS)&!def(VMS)),
def(PIPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
def(USE_MOUSE),
!def(MSDOS),
(def(VMS)&!def(MSDOS)),
def(PROTOTYPES),
!def(PROTOTYPES),
def(TEST_TIME),
!def(lint),
!def(BADRAND),
True,
def(TEST_STRFTIME),
def(__ZTC__),
def(BADRAND),
(def(VMS)&!def(BSD)),
def(BITMAPDEBUG),
def(MSDOS),
!def(BITMAPDEBUG),
def(VMS),
def(PM3D),
!def(HAVE_ERF),
def(USE_SYSTEM_TIME),
def(_Windows),
!def(RELEASE_VERSION),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(LITE),
