(def(VMS)&!def(MSDOS)),
!def(HAVE_ERFC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
True,
!def(lint),
!def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
def(BADRAND),
def(PIPE_IPC),
!def(MSDOS),
def(NO_LOCALE_H),
def(TEST_TERMDOC),
def(PIPES),
def(USE_SYSTEM_TIME),
def(__ZTC__),
!def(NO_LOCALE_H),
!def(LITE),
def(MSDOS),
def(USE_MOUSE),
!def(BADRAND),
def(VMS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(HAVE_ERF),
def(BITMAPDEBUG),
def(TEST_STRFTIME),
!def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
def(_Windows),
(def(VMS)&!def(BSD)),
def(TEST_TIME),
def(PM3D),
def(RELEASE_VERSION),
