def(BITMAPDEBUG),
def(TEST_TIME),
def(NO_LOCALE_H),
def(PIPES),
def(_Windows),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BADRAND),
def(VMS),
True,
!def(NO_LOCALE_H),
def(__ZTC__),
(!def(MSDOS)&!def(VMS)),
def(MSDOS),
!def(HAVE_ERFC),
(def(VMS)&!def(MSDOS)),
def(USE_SYSTEM_TIME),
!def(MSDOS),
def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(USE_MOUSE),
!def(USE_SYSTEM_TIME),
!def(lint),
def(TEST_STRFTIME),
!def(BITMAPDEBUG),
def(PM3D),
def(RELEASE_VERSION),
def(TEST_TERMDOC),
!def(LITE),
(def(VMS)&!def(BSD)),
!def(RELEASE_VERSION),
!def(HAVE_ERF),
def(PIPE_IPC),
