def(BITMAPDEBUG),
!def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)),
def(PIPES),
!def(RELEASE_VERSION),
!def(lint),
!def(BADRAND),
(def(X11)&def(USE_MOUSE)),
def(USE_SYSTEM_TIME),
def(NO_LOCALE_H),
def(TEST_TIME),
!def(USE_SYSTEM_TIME),
def(RELEASE_VERSION),
def(VMS),
(def(VMS)&!def(BSD)),
def(PIPE_IPC),
True,
def(_Windows),
def(__ZTC__),
!def(LITE),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERF),
def(PM3D),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(MSDOS),
def(TEST_STRFTIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(MSDOS),
!def(HAVE_ERFC),
def(TEST_TERMDOC),
def(BADRAND),
!def(BITMAPDEBUG),
