def(PM3D),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)),
def(TEST_TIME),
!def(BITMAPDEBUG),
def(BITMAPDEBUG),
def(BADRAND),
!def(RELEASE_VERSION),
!def(BADRAND),
!def(lint),
def(_Windows),
def(__ZTC__),
(def(VMS)&!def(BSD)),
def(TEST_STRFTIME),
def(RELEASE_VERSION),
!def(HAVE_ERFC),
def(PIPES),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(USE_SYSTEM_TIME),
True,
def(PIPE_IPC),
def(VMS),
!def(HAVE_ERF),
def(USE_MOUSE),
!def(USE_SYSTEM_TIME),
!def(MSDOS),
!def(LITE),
def(MSDOS),
