def(BITMAPDEBUG),
!def(HAVE_ERFC),
!def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)),
def(BADRAND),
!def(LITE),
(def(X11)&def(USE_MOUSE)),
def(PM3D),
def(VMS),
!def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(NO_LOCALE_H),
!def(RELEASE_VERSION),
def(MSDOS),
def(TEST_STRFTIME),
True,
def(PIPE_IPC),
def(__ZTC__),
def(TEST_TERMDOC),
!def(USE_SYSTEM_TIME),
!def(BADRAND),
def(_Windows),
def(TEST_TIME),
def(RELEASE_VERSION),
!def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(MSDOS)&!def(VMS)),
def(PIPES),
!def(lint),
!def(HAVE_ERF),
