def(PIPES),
def(TEST_STRFTIME),
True,
!def(LITE),
def(NO_LOCALE_H),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERFC),
def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
def(VMS),
!def(BADRAND),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)),
def(MSDOS),
def(BADRAND),
!def(lint),
def(__ZTC__),
!def(MSDOS),
!def(HAVE_ERF),
!def(BITMAPDEBUG),
def(RELEASE_VERSION),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(USE_SYSTEM_TIME),
!def(NO_LOCALE_H),
def(TEST_TERMDOC),
!def(RELEASE_VERSION),
