(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(GP_ISVAR),
def(TEST_TERMDOC),
!def(RELEASE_VERSION),
def(TEST_STRFTIME),
def(RELEASE_VERSION),
def(PIPES),
(def(VMS)&!def(MSDOS)),
def(USE_SYSTEM_TIME),
!def(lint),
!def(BITMAPDEBUG),
def(MSDOS),
!def(LITE),
(!def(MSDOS)&!def(VMS)),
def(VMS),
def(PIPE_IPC),
!def(PROTOTYPES),
def(PROTOTYPES),
def(BITMAPDEBUG),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
True,
!def(USE_SYSTEM_TIME),
def(TEST_TIME),
def(__ZTC__),
!def(MSDOS),
def(PM3D),
(def(VMS)&!def(BSD)),
def(USE_MOUSE),
