def(TEST_TIME),
!def(MSDOS),
def(USE_MOUSE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(RELEASE_VERSION),
def(_Windows),
def(PIPE_IPC),
!def(BITMAPDEBUG),
!def(PROTOTYPES),
def(PROTOTYPES),
(!def(MSDOS)&!def(VMS)),
def(TEST_TERMDOC),
def(MSDOS),
def(VMS),
!def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
def(PIPES),
!def(HAVE_ERF),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PM3D),
def(__ZTC__),
True,
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(BADRAND),
!def(LITE),
!def(lint),
(def(VMS)&!def(MSDOS)),
!def(BADRAND),
!def(HAVE_ERFC),
def(TEST_STRFTIME),
