!def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
!def(MSDOS),
def(NO_LOCALE_H),
!def(NO_LOCALE_H),
def(TEST_TERMDOC),
def(VMS),
True,
def(PIPES),
def(__ZTC__),
def(TEST_TIME),
!def(BITMAPDEBUG),
def(BADRAND),
def(_Windows),
!def(HAVE_ERFC),
!def(BADRAND),
def(USE_SYSTEM_TIME),
def(MSDOS),
!def(lint),
(def(VMS)&!def(BSD)),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_STRFTIME),
(!def(MSDOS)&!def(VMS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(LITE),
