(def(VMS)&!def(MSDOS)),
def(TEST_STRFTIME),
def(_Windows),
def(TEST_TERMDOC),
def(VMS),
def(BITMAPDEBUG),
!def(HAVE_ERF),
!def(NO_LOCALE_H),
True,
!def(HAVE_ERFC),
!def(BADRAND),
!def(BITMAPDEBUG),
def(__ZTC__),
def(TEST_TIME),
!def(RELEASE_VERSION),
!def(LITE),
def(BADRAND),
def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(MSDOS),
def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
!def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
!def(lint),
(def(VMS)&!def(BSD)),
!def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPES),
