def(TEST_TIME),
(def(VMS)&!def(MSDOS)),
def(MSDOS),
def(_Windows),
def(USE_MOUSE),
def(VMS),
True,
def(BADRAND),
def(PM3D),
def(PIPE_IPC),
!def(RELEASE_VERSION),
!def(MSDOS),
def(RELEASE_VERSION),
!def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BADRAND),
!def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
!def(PROTOTYPES),
def(PIPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(BSD)),
def(PROTOTYPES),
def(TEST_STRFTIME),
def(__ZTC__),
!def(lint),
def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
def(TEST_TERMDOC),
!def(LITE),
!def(HAVE_ERF),
(!def(MSDOS)&!def(VMS)),
