(def(VMS)&!def(MSDOS)),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(NO_LOCALE_H),
def(__ZTC__),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
def(NO_LOCALE_H),
def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BADRAND),
!def(HAVE_ERFC),
def(PIPES),
def(VMS),
def(BADRAND),
!def(lint),
!def(RELEASE_VERSION),
def(MSDOS),
True,
def(TEST_TIME),
(def(VMS)&!def(BSD)),
!def(HAVE_ERF),
def(BITMAPDEBUG),
!def(MSDOS),
def(PM3D),
def(PIPE_IPC),
def(USE_MOUSE),
!def(LITE),
def(TEST_STRFTIME),
(!def(MSDOS)&!def(VMS)),
