!def(lint),
def(TEST_TIME),
def(__ZTC__),
def(RELEASE_VERSION),
def(TEST_TERMDOC),
!def(HAVE_ERF),
(!def(MSDOS)&!def(VMS)),
def(PIPE_IPC),
True,
def(USE_MOUSE),
!def(HAVE_ERFC),
def(PIPES),
def(BITMAPDEBUG),
!def(LITE),
def(PROTOTYPES),
def(VMS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(PROTOTYPES),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
!def(MSDOS),
def(TEST_STRFTIME),
!def(RELEASE_VERSION),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(USE_SYSTEM_TIME),
!def(BADRAND),
!def(BITMAPDEBUG),
def(MSDOS),
def(PM3D),
def(BADRAND),
def(_Windows),
(def(VMS)&!def(MSDOS)),
