def(TEST_TIME),
def(VMS),
def(PM3D),
!def(lint),
(!def(MSDOS)&!def(VMS)),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(RELEASE_VERSION),
def(PROTOTYPES),
(def(VMS)&!def(BSD)),
!def(PROTOTYPES),
def(USE_SYSTEM_TIME),
!def(GP_ISVAR),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
def(__ZTC__),
!def(LITE),
def(TEST_STRFTIME),
def(TEST_TERMDOC),
def(PIPES),
def(MSDOS),
True,
def(USE_MOUSE),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)),
def(_Windows),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(MSDOS),
