def(PM3D),
def(PIPE_IPC),
True,
def(TEST_STRFTIME),
def(_Windows),
(def(VMS)&!def(BSD)),
def(RELEASE_VERSION),
!def(LITE),
!def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)),
!def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TIME),
def(TEST_TERMDOC),
def(USE_MOUSE),
def(BADRAND),
!def(lint),
!def(HAVE_ERFC),
!def(BITMAPDEBUG),
def(USE_SYSTEM_TIME),
def(MSDOS),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
!def(RELEASE_VERSION),
!def(PROTOTYPES),
def(__ZTC__),
def(BITMAPDEBUG),
def(VMS),
def(PROTOTYPES),
!def(MSDOS),
