!def(lint),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPES),
def(BADRAND),
def(NO_LOCALE_H),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
(!def(MSDOS)&!def(VMS)),
True,
def(TEST_STRFTIME),
!def(LITE),
def(VMS),
def(_Windows),
!def(USE_SYSTEM_TIME),
!def(MSDOS),
def(MSDOS),
!def(BADRAND),
!def(HAVE_ERF),
def(BITMAPDEBUG),
def(TEST_TIME),
!def(HAVE_ERFC),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(NO_LOCALE_H),
def(__ZTC__),
