def(_Windows),
(def(VMS)&!def(MSDOS)),
(!def(MSDOS)&!def(VMS)),
!def(BADRAND),
!def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
def(TEST_TERMDOC),
def(USE_SYSTEM_TIME),
True,
def(__ZTC__),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(RELEASE_VERSION),
!def(HAVE_ERFC),
!def(LITE),
!def(MSDOS),
def(PIPE_IPC),
def(PM3D),
(def(VMS)&!def(BSD)),
def(TEST_TIME),
def(USE_MOUSE),
!def(lint),
def(PIPES),
def(TEST_STRFTIME),
!def(RELEASE_VERSION),
def(BITMAPDEBUG),
def(VMS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(BITMAPDEBUG),
def(BADRAND),
def(MSDOS),
