def(TEST_STRFTIME),
def(TEST_TERMDOC),
def(PROTOTYPES),
!def(PROTOTYPES),
def(BADRAND),
!def(lint),
def(USE_MOUSE),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(BITMAPDEBUG),
!def(LITE),
def(PIPE_IPC),
def(_Windows),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERFC),
!def(HAVE_ERF),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(MSDOS),
True,
def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
def(TEST_TIME),
!def(BADRAND),
def(PIPES),
def(__ZTC__),
def(MSDOS),
def(VMS),
def(PM3D),
def(RELEASE_VERSION),
