def(USE_SYSTEM_TIME),
def(TEST_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BITMAPDEBUG),
def(BADRAND),
def(_Windows),
def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(RELEASE_VERSION),
def(NO_LOCALE_H),
!def(HAVE_ERFC),
def(PIPES),
!def(MSDOS),
!def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
!def(NO_LOCALE_H),
def(__ZTC__),
!def(lint),
def(MSDOS),
def(TEST_STRFTIME),
!def(LITE),
def(VMS),
!def(BADRAND),
True,
!def(HAVE_ERF),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)),
