def(MSDOS),
!def(NO_LOCALE_H),
def(NO_LOCALE_H),
True,
def(VMS),
def(TEST_STRFTIME),
def(BADRAND),
def(PIPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(USE_SYSTEM_TIME),
def(PM3D),
def(RELEASE_VERSION),
def(TEST_TIME),
(def(VMS)&!def(BSD)),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
!def(lint),
!def(BITMAPDEBUG),
!def(HAVE_ERFC),
!def(MSDOS),
!def(BADRAND),
def(_Windows),
!def(LITE),
(!def(MSDOS)&!def(VMS)),
(def(X11)&def(USE_MOUSE)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BITMAPDEBUG),
def(__ZTC__),
!def(HAVE_ERF),
def(TEST_TERMDOC),
!def(RELEASE_VERSION),
