def(USE_SYSTEM_TIME),
def(MSDOS),
!def(USE_SYSTEM_TIME),
!def(LITE),
def(BITMAPDEBUG),
def(BADRAND),
def(VMS),
def(PIPE_IPC),
def(TEST_TERMDOC),
def(RELEASE_VERSION),
!def(MSDOS),
!def(lint),
def(__ZTC__),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_STRFTIME),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(HAVE_ERF),
!def(BADRAND),
!def(HAVE_ERFC),
def(TEST_TIME),
True,
def(NO_LOCALE_H),
def(PIPES),
!def(NO_LOCALE_H),
def(USE_MOUSE),
def(_Windows),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
!def(BITMAPDEBUG),
