!def(RELEASE_VERSION),
def(MSDOS),
!def(LITE),
def(PIPE_IPC),
True,
def(USE_MOUSE),
def(PM3D),
def(BADRAND),
!def(NO_LOCALE_H),
def(BITMAPDEBUG),
!def(BITMAPDEBUG),
def(NO_LOCALE_H),
def(_Windows),
(def(VMS)&!def(MSDOS)),
def(PIPES),
!def(MSDOS),
(!def(MSDOS)&!def(VMS)),
!def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(RELEASE_VERSION),
!def(lint),
def(TEST_TIME),
def(VMS),
def(__ZTC__),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
!def(HAVE_ERF),
(def(VMS)&!def(BSD)),
def(TEST_STRFTIME),
!def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
