def(TEST_TERMDOC),
def(PIPES),
def(_Windows),
def(PROTOTYPES),
def(USE_SYSTEM_TIME),
True,
def(PM3D),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(MSDOS),
def(VMS),
def(BITMAPDEBUG),
!def(PROTOTYPES),
def(PIPE_IPC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(BSD)),
!def(RELEASE_VERSION),
def(TEST_STRFTIME),
!def(MSDOS),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)),
!def(lint),
(!def(MSDOS)&!def(VMS)),
def(__ZTC__),
!def(USE_SYSTEM_TIME),
def(USE_MOUSE),
!def(GP_ISVAR),
def(RELEASE_VERSION),
!def(BITMAPDEBUG),
