def(PIPE_IPC),
def(__ZTC__),
def(BITMAPDEBUG),
def(USE_MOUSE),
def(PROTOTYPES),
def(TEST_TERMDOC),
def(MSDOS),
def(TEST_TIME),
def(VMS),
!def(lint),
!def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
True,
!def(PROTOTYPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(GP_ISVAR),
def(PIPES),
def(PM3D),
(def(VMS)&!def(MSDOS)),
def(RELEASE_VERSION),
!def(MSDOS),
!def(BITMAPDEBUG),
def(TEST_STRFTIME),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(USE_SYSTEM_TIME),
