!def(lint),
def(USE_SYSTEM_TIME),
def(USE_MOUSE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(AMIGA_AC_5),
def(GP_MACROS),
!def(LITE),
def(RELEASE_VERSION),
True,
!def(AMIGA_SC_6_1),
(!def(PIPE_IPC)&def(VMS)),
(!def(PIPE_IPC)&def(__ZTC__)),
def(TEST_STRFTIME),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(EAM_HISTOGRAMS),
!def(BITMAPDEBUG),
def(GP_STRING_VARS),
(def(VMS)&!def(BSD)),
def(PM3D),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
def(__PUREC__),
(!def(MSDOS)&!def(VMS)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
def(TEST_TERMDOC),
!def(RELEASE_VERSION),
def(PIPE_IPC),
def(BITMAPDEBUG),
(!def(APOLLO)&def(GP_STRING_VARS)),
def(_Windows),
def(BINARY_DATA_FILE),
!def(BINARY_DATA_FILE),
!def(EAM_HISTOGRAMS),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
!def(__PUREC__),
def(PIPES),
!def(USE_SYSTEM_TIME),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
def(EAM_DATASTRINGS),
def(MSDOS),
