def(TEST_STRFTIME),
def(PIPES),
(def(VMS)&!def(BSD)),
!def(BADRAND),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERF),
!def(NO_LOCALE_H),
!def(USE_SYSTEM_TIME),
def(VMS),
!def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(LITE),
!def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BITMAPDEBUG),
!def(lint),
def(MSDOS),
def(__ZTC__),
def(NO_LOCALE_H),
True,
def(TEST_TIME),
def(BADRAND),
def(_Windows),
def(TEST_TERMDOC),
!def(HAVE_ERFC),
def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
