def(RELEASE_VERSION),
def(PM3D),
!def(LITE),
!def(MSDOS),
def(TEST_TERMDOC),
def(BADRAND),
!def(lint),
!def(HAVE_ERFC),
(def(VMS)&!def(MSDOS)),
def(PIPES),
True,
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(NO_LOCALE_H),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(BSD)),
!def(BITMAPDEBUG),
def(__ZTC__),
def(MSDOS),
!def(NO_LOCALE_H),
def(PIPE_IPC),
def(USE_MOUSE),
def(VMS),
!def(BADRAND),
!def(RELEASE_VERSION),
!def(HAVE_ERF),
def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
!def(USE_SYSTEM_TIME),
def(USE_SYSTEM_TIME),
def(_Windows),
def(TEST_STRFTIME),
