def(TEST_TERMDOC),
def(LITE),
!def(NO_LOCALE_H),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
def(_Windows),
!def(HAVE_ERFC),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(LITE),
!def(BADRAND),
(def(VMS)&!def(BSD)),
def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(MSDOS),
def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)),
def(__ZTC__),
True,
def(TEST_STRFTIME),
def(VMS),
!def(lint),
def(BADRAND),
(!def(MSDOS)&!def(VMS)),
!def(USE_SYSTEM_TIME),
def(TEST_TIME),
def(PIPES),
def(BITMAPDEBUG),
