def(TEST_TERMDOC),
def(RELEASE_VERSION),
def(TEST_TIME),
def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
!def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
def(PROTOTYPES),
!def(BITMAPDEBUG),
!def(MSDOS),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)),
!def(LITE),
def(__ZTC__),
def(USE_MOUSE),
def(PIPES),
def(_Windows),
def(VMS),
!def(PROTOTYPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPE_IPC),
def(MSDOS),
!def(lint),
True,
!def(RELEASE_VERSION),
!def(GP_ISVAR),
def(PM3D),
