def(TEST_STRFTIME),
!def(USE_SYSTEM_TIME),
def(BADRAND),
(!def(MSDOS)&!def(VMS)),
def(__ZTC__),
!def(lint),
!def(HAVE_ERFC),
def(PIPES),
True,
!def(HAVE_ERF),
!def(BADRAND),
!def(NO_LOCALE_H),
(def(VMS)&!def(BSD)),
def(MSDOS),
!def(BITMAPDEBUG),
def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TIME),
!def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(NO_LOCALE_H),
def(RELEASE_VERSION),
def(BITMAPDEBUG),
def(TEST_TERMDOC),
def(VMS),
!def(LITE),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
def(_Windows),
