Date, Evolution,Number of Functions Change,Number of Variables Change,Function(+),Variable(+),Function(-),Variable(-),Modifier Change(Var.),Especifier Change(Var.),Qualifier Change(Var.),Type Change(Var.),Function Return Change,	Modifier Change (Func.), Specifier Change (Func.),Qualifier Change (Func.),Parameters Change (Func.)
20-11-2011 11:11:09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-11-2011 04:53:11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-11-2011 04:54:18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-11-2011 08:18:29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-11-2011 07:26:58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-11-2011 07:27:09,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-11-2011 10:09:05,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-11-2011 05:43:19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-11-2011 06:22:55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-11-2011 06:25:51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-11-2011 06:27:29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-11-2011 06:32:57,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-11-2011 06:34:19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-11-2011 07:17:13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-11-2011 07:28:09,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-11-2011 11:43:55,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-11-2011 07:54:22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-11-2011 07:55:56,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-11-2011 08:05:16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-11-2011 08:14:25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-11-2011 11:10:39,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-11-2011 11:40:52,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-11-2011 11:52:36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-11-2011 12:16:19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-11-2011 12:17:54,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-11-2011 12:27:08,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-11-2011 12:27:36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-11-2011 12:45:47,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-11-2011 01:17:10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-11-2011 01:33:03,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-11-2011 01:36:34,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-11-2011 02:02:42,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-11-2011 03:44:54,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-11-2011 03:45:08,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-11-2011 03:32:58,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-11-2011 04:17:54,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-11-2011 04:27:04,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-11-2011 06:22:13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-11-2011 01:55:36,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-11-2011 02:31:15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-11-2011 02:41:09,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-11-2011 08:20:45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-11-2011 09:00:39,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-11-2011 09:01:58,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-11-2011 09:03:31,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-11-2011 09:29:59,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-11-2011 09:30:35,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-11-2011 10:02:56,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-12-2011 03:40:39,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-12-2011 01:11:44,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-12-2011 08:50:15,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-12-2011 08:50:32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-12-2011 09:06:35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-12-2011 09:07:41,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-12-2011 09:08:44,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-12-2011 10:51:37,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-12-2011 06:24:41,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-12-2011 06:55:13,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-12-2011 06:55:19,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-12-2011 06:58:05,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-12-2011 07:04:30,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-12-2011 07:05:08,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-12-2011 07:13:19,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-12-2011 07:13:51,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-12-2011 09:37:13,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-12-2011 11:14:05,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-12-2011 02:03:57,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-12-2011 05:04:40,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-12-2011 05:23:28,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-12-2011 06:28:09,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-12-2011 06:39:13,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-12-2011 01:39:37,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-12-2011 01:39:58,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-12-2011 01:41:17,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-12-2011 01:42:30,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-12-2011 03:09:09,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-12-2011 05:44:47,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
