def(HAVE_OPENSSL),read_ssh_key,specifier,Function,2
True,pin,exclusion,Variable,2
True,sc_pkcs15_print_id,qualifier,Function,2
True,p11card,exclusion,Variable,2
True,usage,additon,Function,2
True,session,exclusion,Variable,2
True,attr,exclusion,Variable,2
True,create_cert_obj,additon,Function,2
True,__pkcs15_create_cert_object,exclusion,Function,2
