def(HAVE_OPENSSL),decipher_ext,parameter,Function,2
True,modLenBytes,exclusion,Variable,2
True,slot,exclusion,Variable,2
True,ck_mech,exclusion,Variable,2
True,privKeyObject,exclusion,Variable,2
