def(HAVE_OPENSSL),read_ssh_key,specifier,Function,4
True,opt_card_profile,additon,Variable,4
def(USE_PKCS15_INIT),pkcs15init_unbind,additon,Function,4
True,sc_pkcs15init_unbind,exclusion,Function,4
True,sc_pkcs15init_bind,exclusion,Function,4
!def(__GNUC__),sc_debug,additon,Function,4
True,card,additon,Variable,4
def(USE_PKCS15_INIT),pkcs15init_bind,additon,Function,4
True,profile,additon,Variable,4
True,opt_profile,additon,Variable,4
True,sc_strerror,parameter,Function,4
