!def(HAVE_STRLCPY),strlcpy,exclusion,Function,3
def(ENABLE_OPENSSL),sc_pkcs11_verify_update,parameter,Function,3
def(ENABLE_OPENSSL),awp_update_df_delete,parameter,Function,3
def(ENABLE_OPENSSL),awp_update_df_create,parameter,Function,3
def(ENABLE_OPENSSL),sc_pkcs11_verify_final,parameter,Function,3
True,key_cfg,exclusion,Variable,3
