!def(mpz_tstbit),
def(MPS_CATCH_FPE),
!def(DISABLE_DEBUG),
!def(mpq_swap),
!def(mpf_swap),
!def(mpf_pow_ui),
!def(mpz_swap),
!def(mpq_out_str),
True,
