!def(DISABLE_DEBUG),
!def(mpz_tstbit),
True,
!def(mpz_swap),
!def(mpq_swap),
!def(mpf_pow_ui),
!def(mpq_out_str),
!def(mpf_swap),
!def(NOMPTEMP),
(def(THREAD_SAFE)&!def(NOMPTEMP)),
