!def(DISABLE_DEBUG),
!def(mpf_swap),
!def(mpq_out_str),
!def(HAVE_GETLINE),
!def(mpz_swap),
!def(mpz_tstbit),
def(MPS_CATCH_FPE),
True,
!def(mpf_pow_ui),
!def(mpq_swap),
