!def(HAVE_GETLINE),
!def(mpz_swap),
def(MPS_CATCH_FPE),
!def(mpq_out_str),
True,
!def(mpq_swap),
!def(mpf_swap),
!def(mpz_tstbit),
!def(DISABLE_DEBUG),
!def(mpf_pow_ui),
