def(MPS_CATCH_FPE),
True,
!def(mpq_swap),
!def(mpf_swap),
!def(mpq_out_str),
!def(mpz_swap),
!def(DISABLE_DEBUG),
!def(mpf_pow_ui),
!def(mpz_tstbit),
