!def(DISABLE_DEBUG),
!def(mpf_swap),
!def(mpz_tstbit),
!def(mpq_out_str),
def(MPS_CATCH_FPE),
!def(mpq_swap),
True,
!def(mpf_pow_ui),
!def(mpz_swap),
