!def(mpq_swap),
def(MPS_CATCH_FPE),
!def(mpf_pow_ui),
!def(mpf_swap),
True,
!def(mpq_out_str),
!def(mpz_tstbit),
!def(DISABLE_DEBUG),
!def(mpz_swap),
