!def(HAVE_GETLINE),
def(MPS_CATCH_FPE),
!def(mpz_swap),
True,
!def(DISABLE_DEBUG),
!def(mpq_out_str),
!def(mpf_pow_ui),
!def(mpf_swap),
!def(mpz_tstbit),
!def(mpq_swap),
