def(MPS_CATCH_FPE),
!def(mpz_tstbit),
!def(DISABLE_DEBUG),
!def(__WINDOWS),
!def(mpz_swap),
!def(mpf_pow_ui),
!def(mpf_swap),
!def(mpq_swap),
True,
!def(mpq_out_str),
