!def(DISABLE_DEBUG),
True,
!def(mpf_pow_ui),
!def(mpq_out_str),
!def(mpz_swap),
!def(HAVE_GETLINE),
def(MPS_CATCH_FPE),
!def(mpq_swap),
!def(mpf_swap),
!def(mpz_tstbit),
