!def(mpf_swap),
!def(mpf_pow_ui),
!def(mpq_out_str),
def(MPS_CATCH_FPE),
!def(mpz_swap),
!def(DISABLE_DEBUG),
!def(mpz_tstbit),
True,
!def(mpq_swap),
