!def(mpf_swap),
!def(mpq_swap),
!def(mpf_pow_ui),
!def(mpq_out_str),
!def(DISABLE_DEBUG),
True,
!def(mpz_swap),
!def(mpz_tstbit),
!def(NOMPTEMP),
