!def(DISABLE_DEBUG),
!def(HAVE_GETLINE),
!def(mpz_tstbit),
!def(mpz_swap),
def(MPS_CATCH_FPE),
!def(mpq_swap),
!def(mpf_pow_ui),
True,
!def(mpq_out_str),
!def(mpf_swap),
