!def(DISABLE_DEBUG),
def(MPS_CATCH_FPE),
!def(mpq_swap),
!def(mpz_swap),
!def(mpf_pow_ui),
!def(HAVE_GETLINE),
True,
!def(mpq_out_str),
!def(mpz_tstbit),
!def(mpf_swap),
