!def(mpq_out_str),
!def(mpf_pow_ui),
True,
!def(mpz_swap),
!def(mpq_swap),
!def(mpz_tstbit),
!def(NOMPTEMP),
!def(mpf_swap),
(def(THREAD_SAFE)&!def(NOMPTEMP)),
