!def(NOMPTEMP),
!def(DISABLE_DEBUG),
!def(mpq_swap),
!def(mpz_tstbit),
!def(mpf_swap),
!def(mpz_swap),
True,
!def(mpq_out_str),
(def(THREAD_SAFE)&!def(NOMPTEMP)),
!def(mpf_pow_ui),
