!def(mpq_swap),
!def(mpz_swap),
True,
!def(mpq_out_str),
!def(DISABLE_DEBUG),
!def(mpf_swap),
(def(THREAD_SAFE)&!def(NOMPTEMP)),
!def(mpz_tstbit),
!def(NOMPTEMP),
!def(mpf_pow_ui),
