!def(HAVE_GETLINE),
!def(DISABLE_DEBUG),
!def(mpz_swap),
!def(mpq_swap),
!def(mpq_out_str),
!def(mpz_tstbit),
!def(mpf_swap),
def(MPS_CATCH_FPE),
True,
!def(mpf_pow_ui),
