!def(mpq_out_str),
def(MPS_CATCH_FPE),
!def(mpq_swap),
!def(mpf_swap),
True,
!def(mpz_tstbit),
!def(HAVE_GETLINE),
!def(DISABLE_DEBUG),
!def(mpz_swap),
!def(mpf_pow_ui),
