def(MPS_CATCH_FPE),
!def(mpq_swap),
!def(mpz_tstbit),
!def(mpq_out_str),
True,
!def(mpf_swap),
!def(mpz_swap),
!def(DISABLE_DEBUG),
!def(mpf_pow_ui),
