!def(mpz_swap),
def(MPS_CATCH_FPE),
!def(mpz_tstbit),
!def(__WINDOWS),
!def(mpf_swap),
!def(DISABLE_DEBUG),
!def(mpf_pow_ui),
!def(mpq_out_str),
True,
!def(mpq_swap),
