def(MPS_CATCH_FPE),
!def(mpf_swap),
!def(mpz_tstbit),
!def(mpq_out_str),
!def(mpz_swap),
!def(DISABLE_DEBUG),
!def(mpq_swap),
!def(mpf_pow_ui),
!def(__WINDOWS),
True,
