!def(mpz_tstbit),
def(MPS_CATCH_FPE),
!def(DISABLE_DEBUG),
!def(mpf_pow_ui),
True,
!def(mpq_swap),
!def(mpz_swap),
!def(__WINDOWS),
!def(mpq_out_str),
!def(mpf_swap),
