!def(mpz_swap),
!def(mpz_tstbit),
!def(mpf_swap),
!def(mpq_swap),
!def(mpq_out_str),
!def(mpf_pow_ui),
True,
(def(THREAD_SAFE)&!def(NOMPTEMP)),
!def(NOMPTEMP),
!def(DISABLE_DEBUG),
