!def(DISABLE_DEBUG),
def(MPS_CATCH_FPE),
!def(mpf_swap),
!def(mpz_tstbit),
!def(mpq_out_str),
!def(mpq_swap),
!def(mpz_swap),
True,
!def(mpf_pow_ui),
