!def(mpq_out_str),
def(MPS_CATCH_FPE),
!def(mpf_pow_ui),
!def(HAVE_GETLINE),
!def(mpf_swap),
True,
!def(DISABLE_DEBUG),
!def(mpz_swap),
!def(mpq_swap),
!def(mpz_tstbit),
